572	276572	4.863
572	338058	4.717
572	95543	4.759
572	15675	4.739
572	420213	4.765
572	210330	4.735
572	135641	4.737
572	263131	4.74
572	412278	4.737
572	409058	4.737
572	276737	4.867
572	353911	4.763
572	205904	4.714
572	212038	4.737
572	385770	4.754
572	456192	4.868
572	306507	4.737
572	337800	4.832
572	386726	4.737
572	302456	4.737
572	194543	4.737
572	253787	4.737
572	156671	4.705
572	441656	4.747
572	33519	4.737
572	427209	4.737
572	241533	4.754
572	205164	4.778
572	238452	4.697
572	312737	4.896
572	266127	4.737
572	389225	4.737
572	373607	4.735
572	373410	4.737
572	92687	4.737
572	209160	4.737
572	388833	4.824
572	131845	4.737
572	123512	4.795
572	382145	4.737
572	115628	4.737
572	325694	4.744
572	274553	4.823
572	304292	4.742
572	347874	4.778
572	409907	4.699
572	370034	4.766
572	297069	4.905
572	209488	4.72
572	204751	4.748
572	89558	4.737
572	170942	4.737
572	21749	4.737
572	101444	4.737
572	424507	4.737
572	340704	4.725
572	351323	4.835
572	238334	4.846
572	311132	4.844
572	361418	4.802
572	422234	4.737
572	307056	4.761
572	203950	4.737
572	391008	4.737
572	106327	4.737
572	212306	4.737
572	86866	4.832
572	338585	4.737
572	188439	4.737
572	143259	4.738
572	93046	4.715
572	167898	4.775
572	245494	4.811
572	385889	4.765
572	47888	4.737
572	57040	4.739
572	243568	4.73
572	194428	4.84
572	340354	4.729
572	204321	4.743
572	336059	4.737
572	101053	4.737
572	73781	4.738
572	330774	4.737
572	351098	4.743
572	104952	4.749
572	228189	4.841
572	87194	4.765
572	331391	4.737
572	200169	4.818
572	425168	4.765
572	408507	4.907
572	443514	4.737
572	88577	4.728
572	400365	4.763
572	203417	4.737
572	379440	4.737
572	372144	4.733
572	262134	4.812
572	358963	4.737
572	173758	4.737
572	429117	4.737
572	388678	4.751
572	381637	4.855
572	382078	4.737
572	340357	4.737
572	453051	4.737
572	392636	4.737
572	185010	4.77
572	419435	4.737
572	2149	4.737
572	372827	4.736
572	406154	4.804
572	138709	4.664
572	356490	4.737
572	305833	4.718
572	431508	4.766
572	189530	4.85
572	386089	4.863
572	378831	4.737
572	19889	4.737
572	53086	4.737
572	372945	4.737
572	431470	4.737
572	231520	4.737
572	90790	4.737
572	149710	4.737
572	401731	4.737
572	70241	4.718
572	391755	4.9
572	219440	4.737
572	313296	4.739
572	330723	4.755
572	13860	4.763
572	383354	4.785
572	180712	4.736
572	345503	4.737
572	274771	4.697
572	371173	4.737
572	382319	4.77
572	274770	4.771
572	224804	4.737
572	50546	4.737
572	101253	4.694
572	402495	4.759
572	10922	4.741
572	55440	4.746
572	94940	4.741
572	181218	4.741
572	60695	4.737
572	89226	4.772
572	380790	4.283
572	453410	4.756
572	55190	4.761
572	39720	4.737
572	289954	4.798
572	249156	4.737
572	402113	4.737
572	306856	4.737
572	312769	4.746
572	120201	4.735
572	246592	4.737
572	145441	4.751
572	305821	4.737
572	433731	4.775
572	36838	4.738
572	54451	4.737
572	145232	4.737
572	311189	4.737
572	190318	4.737
572	391182	4.737
572	88319	4.759
572	298368	4.733
572	47898	4.737
572	412047	4.737
572	3060	4.737
572	19605	4.737
572	223622	4.765
572	226267	4.755
572	99334	4.737
572	424959	4.746
572	252725	4.737
572	45983	4.737
572	278784	4.822
572	410205	4.737
572	415418	4.794
572	174403	4.737
572	184165	4.745
572	293220	4.809
572	403123	4.817
572	346335	4.737
572	307679	4.737
572	47749	4.74
572	147671	4.736
572	447342	4.76
572	223184	4.739
572	88710	4.865
572	391397	4.74
572	359720	4.756
572	120307	4.737
572	85810	4.737
572	274725	4.737
572	148010	4.737
572	225778	4.737
572	26566	4.737
572	392392	4.737
572	214410	4.778
572	89022	4.799
572	427452	4.737
572	418889	4.731
572	194349	4.737
572	277786	4.747
572	401747	4.737
572	126083	4.75
572	74689	4.775
572	64395	4.738
572	104702	4.962
572	166871	4.737
572	377962	4.767
572	411953	4.696
572	270454	4.737
572	388454	4.886
572	272003	4.69
572	186641	4.826
572	265428	4.799
572	305548	4.723
572	89892	4.814
572	237315	4.4
572	383501	4.737
572	68578	4.772
572	252605	4.737
572	362632	4.779
572	86392	4.772
572	61855	4.813
572	252804	4.737
572	402367	4.731
572	172010	4.737
572	244434	4.793
572	443108	4.79
572	119156	4.737
572	210341	4.737
572	91039	4.732
572	281882	4.569
572	180161	4.757
572	423458	4.763
572	195125	4.74
572	144295	4.738
572	280263	4.722
572	121651	4.802
572	348510	4.737
933	422234	4.664
933	365982	4.608
933	447342	4.688
933	15675	4.667
933	359720	4.683
933	73781	4.665
933	307022	4.821
933	349470	4.667
933	115423	4.693
933	298368	4.661
933	329378	4.622
933	101444	4.664
933	418889	4.659
933	385770	4.681
933	373410	4.664
933	201329	4.665
933	392636	4.664
933	280566	4.664
933	353911	4.69
933	244044	4.715
933	441656	4.674
933	281882	4.498
933	432631	4.664
933	36838	4.665
933	410205	4.664
933	189530	4.776
933	61469	4.664
933	13860	4.69
933	89892	4.741
933	99334	4.664
933	253382	4.664
933	456431	4.664
933	149710	4.664
933	121651	4.729
933	170942	4.664
933	324776	4.664
933	210330	4.663
933	274771	4.624
933	55190	4.688
933	329217	4.752
933	82503	4.627
933	297412	4.69
933	311189	4.664
933	430625	4.664
933	180161	4.684
933	426210	4.667
933	95543	4.687
933	418042	4.664
933	166871	4.664
933	55888	4.654
933	21749	4.664
933	419435	4.664
933	316627	4.656
933	425168	4.692
933	207724	4.623
933	131845	4.664
933	186641	4.752
933	145441	4.678
933	77088	4.753
933	94940	4.668
933	305821	4.664
933	305833	4.646
933	174403	4.664
933	379440	4.664
933	415418	4.721
933	184165	4.672
933	433731	4.702
933	325694	4.671
933	347874	4.705
933	425499	4.664
933	409907	4.627
933	307679	4.664
933	245494	4.737
933	26566	4.664
933	281427	4.655
933	362632	4.706
933	435320	4.37
933	203417	4.664
933	305548	4.65
933	385889	4.692
933	70567	4.712
933	346335	4.664
933	267310	4.664
933	89226	4.699
933	423458	4.69
933	126083	4.677
933	241533	4.681
933	388678	4.678
933	430566	4.664
933	127723	4.664
933	48195	4.664
933	204751	4.675
933	281432	4.692
933	412047	4.664
933	172830	4.684
933	330774	4.664
933	443108	4.717
933	69523	4.654
933	144295	4.666
933	101821	4.713
933	402730	4.664
933	424959	4.673
933	120201	4.663
933	2149	4.664
933	402495	4.686
933	340354	4.657
933	53086	4.664
933	231520	4.664
933	456192	4.793
933	412278	4.664
933	19889	4.664
933	293220	4.736
933	406154	4.73
933	401857	4.664
